time, IF0, IF1, VLSR, scanID, object, LO1, LO2
1708216524	2000	2000	0.0	23926	G000	13512.171120	13185.932349
1708237700	2000	2000	0.0	24027	G000	13512.173492	13185.934664
1708263356	2000	2000	0.0	24143	G000	13512.168599	13185.929890
1708267979	2000	2000	0.0	24163	G000	13512.168730	13185.930018
1708275334	2000	2000	0.0	24195	G000	13512.170072	13185.931327
1708277421	2000	2000	0.0	24207	G000	13512.170701	13185.931940
1708279439	2000	2000	0.0	24219	G348	13512.066372	13185.830163
1708282232	2000	2000	0.0	24231	G348	13512.067412	13185.831177
1708282885	2000	2000	0.0	24235	G349	13512.079166	13185.842644
1708286619	2000	2000	0.0	24252	G349	13512.080713	13185.844153
1708306540	2000	2000	-10.0	24371	RCW120	13512.549983	13186.301948
1708307547	2000	2000	0.0	24384	G000	13512.183361	13185.944290
1708309063	1300	1300	250.0	24397	LMC	13505.143229	13177.614435
1708313084	1300	1300	250.0	24433	LMC	13505.143251	13177.614456
1708347480	2000	2000	-10.0	24965	RCW120	13512.533227	13186.285601
1708350357	2000	2000	0.0	25010	G001	13512.184895	13185.945787
1708364212	2000	2000	0.0	25094	G349	13512.085866	13185.849180
1708395367	1300	1300	250.0	25285	LMC	13505.144363	13177.615541
1708422218	1900	1900	-10.0	25490	RCW120	13513.467943	13186.988621
1708422945	1900	1900	0.0	25504	G001	13513.122702	13186.651823
1708448853	1100	1100	-10.0	25659	RCW120	13520.876538	13192.545335
1708449881	1100	1100	0.0	25673	G349	13520.427249	13192.107033
1708476055	1100	1100	-10.0	25844	RCW120	13520.886296	13192.554855
1708477255	1100	1100	0.0	25858	G345	13520.385614	13192.066416
1708484025	1300	1300	250.0	25883	LMC	13505.145565	13177.616714
1708495591	1300	1300	250.0	25950	LMC	13505.146792	13177.617911
1708510244	1900	1900	-10.0	26103	RCW120	13513.474219	13186.994744
1708510970	1900	1900	0.0	26117	G001	13513.131743	13186.660643
1708529654	1100	1100	0.0	26226	G345	13520.381472	13192.062376
1708530163	1100	1100	0.0	26230	G346	13520.395218	13192.075785
1708589008	1300	1300	250.0	26507	LMC	13505.149399	13177.620454
1708602617	1900	1900	-10.0	26656	RCW120	13513.479948	13187.000333
1708603391	1900	1900	0.0	26670	G001	13513.140142	13186.668836
1708616224	1100	1100	-10.0	26746	RCW120	13520.889518	13192.557998
1708616831	1100	1100	0.0	26760	G346	13520.402127	13192.082525
1708639979	1100	1100	-50.0	26924	G333	13522.449048	13194.079392
1708642506	1100	1100	0.0	26936	G345	13520.397456	13192.077968
1708672083	1300	1300	250.0	26973	LMC	13505.149528	13177.620580
1708678258	1900	1900	-10.0	27042	RCW120	13513.487513	13187.007713
1708678780	1900	1900	0.0	27056	G001	13513.150835	13186.679268
1708679692	1900	1900	0.0	27058	G001	13513.150615	13186.679053
